EDUCATIONAL SERVICES,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
S/N,Company Name,Physical Adress,Hotline,Specialization,RC No/ Date,Branch Offices,Product/ Services,Email,Website,Business Days/ Hours
572,ST. JOHN DEWSPRING NURSERY/ PRIMARY SCHOOL,"Ewowor Village, Km 10 Obudu Road, Ikom",,Private Nursery / Primary School,,,,,,
573,ST. JOHN INT'L NURSERY/ PRIMARY SCHOOL,"St. John's Parish Wula, Boki",,Private Nursery / Primary School,,,,,,
574,ST. JOHN'S ADIAHA OBONG NURSERY/ PRIMARY SCHOOL,Akamkpa,,Private Nursery / Primary School,,,,,,
575,ST. JOSEPH COMPREHENSIVE SECONDARY SCHOOL,"4 Ikom-Ogoja Highway, Ikom",,Private Secondary School,,,,,,
576,ST. JOSEPH INT'L NURSERY/ PRIMARY SCHOOL,"4 Ikom - Ogoja Highway, Ikom",,Private Nursery / Primary School,,,,,,
577,ST. JOSEPH NURSERY/ PRIMARY,"Ohong, Obudu",,Private Nursery / Primary School,,,,,,
578,ST. JOSEPH ORPHANAGE NURSERY/ PRIMARY SCHOOL,"Idum Mbube, Ogoja",,Private Nursery / Primary School,,,,,,
579,ST. JOSEPH ORPHANAGE SECONDARY SCHOOL,"Idum Mbube, Ogoja",,Private Secondary School,,,,,,
580,ST. JOSEPH SECONDARY SCHOOL,Agiga - Ogoja,,Private Secondary School,,,,,,
581,ST. JOSEPHCENTRE FOR THE V/H OBUDU,"P. O. Box 120, Obudu",,Private Nursery / Primary School,,,,,,
582,ST. JOSEPH'S COMPREHENSIVE SECONDARY SCHOOL,"Ugep, Yakurr",,Private Secondary School,,,,,,
583,ST. JOSEPH'S NURSERY/ PRIMARY SCHOOL,P. O. Box 36 Ugep - Yakurr,,Private Nursery / Primary School,,,,,,
584,ST. JOSEPH'S SECONDARY SCHOOL,"Itekpa, Bekwara",,Private Secondary School,,,,,,
585,ST. JUDE'S ANGLICAN INT'L NURSERY/ PRIMARY SCHOOL,"4 Eke Effiong Nta Street, Calabar Municipal",,Private Nursery / Primary School,,,,,,
586,ST. JUDE'S SECONDARY SCHOOL,"Asari Eso Layout, Calabar Municipal",,,,,,,,
587,ST. KIZITO'S COMMUNITY SECONDARY SCHOOL,"Abuagbor Iye, Bekwara",,Private Secondary School,,,,,,
588,ST. MARK SECONDARY SCHOOL,"Anyikang, Bekwara",,Private Secondary School,,,,,,
589,ST. MARTINS FOUNDATION SCHOOL,"17 Lekpankol Road, Ugep - Yakurr",,Private Nursery / Primary School,,,,,,
590,ST. MATHIAS ANGLICAN INT'L NURSERY/ PRIMARY SCHOOL,Bashua - Boki,,Private Nursery / Primary School,,,,,,
591,ST. MATTHEW'S NURSERY/ PRIMARY SCHOOL,"Utugwang, Obudu",,Private Nursery / Primary School,,,,,,
592,ST. MATTHEW'S SECONDARY COMM. SCHOOL,"Ikot Effiong Otop - Okoyong, Odukpani",,Private Secondary School,,,,,,
593,ST. MICHAEL'S NURSERY/ PRIMARY SCHOOL,"11b New Obutong Street, Calabar Municipal",,Private Nursery / Primary School,,,,,,
594,ST. PATRICK SCHOOLS,"Federal Housing Estate, Ikot Ansa, Calabar Municipal",,"Private Nursery, Primary / Secondary School",,"Biakwan Ikom-Obudu Road, Boki / 13 Assimco Street, Four Corners, Ikom",,,,
595,ST. PATRICK'S COLLEGE, Calabar Municipal,,Private Secondary School,,,,,,
596,ST. PAUL'S NURSERY/ PRIMARY SCHOOL,"By Catholic Church Orimekpang Junction, Boki",,Private Nursery / Primary School,,"Echumogar Road, Okuku Town, Yala",,,,
597,ST. PETER'S COLLEGE,"Eshinjok, Ogoja",,Private Secondary School,,,,,,
598,ST. PETER'S SUCCESS SCHOOLS,"4 Ofumbougha, Obubra",,"Private Nursery, Primary / Secondary School",,,,,,
599,ST. VINCENT DE PAUL NURSERY/ PRIMARY SCHOOL,"12 Iman Street, Calabar South",,Private Nursery / Primary School,,,,,,
600,ST. VINCENT NURSERY/ PRIMARY SCHOOL,"Ikot Nakanda, Akpabuyo",,Private Nursery / Primary School,,,,,,
601,STAFF MODEL NURSERY/ PRIMARY SCHOOL,"Awi, Akamkpa",,Private Nursery / Primary School,,,,,,
602,STAFF SCHOOL FGGC COLLEGE,"Federal Govt Girls College, Calabar Municipal",,Private Nursery / Primary School,,,,,,
603,STAN-BEST SECONDARY SCHOOL,"Akpet Central, Biase",,Private Secondary School,,,,,,
604,STELLA MARIS NURSERY/ PRIMARY SCHOOL,"Mbarakom Creek-Town, Odukpani",,Private Nursery / Primary School,,,,,,
605,STELLA MARRIS SEMINARY,"Uyanga, Akamkpa",,Private Secondary School,,,,,,
606,SUCCESS PREPARATORY NURSERY/ PRIMARY SCHOOL,"50 Edim Otop Close, Calabar Municipal",,Private Nursery / Primary School,,,,,,
607,SUCCESS SECONDARY SCHOOL,"Isabang Village, Obubra",,Private Secondary School,,,,,,
608,"SUNNY-WORLD INSTITUTE OF COMPUTER, INFORMATION, COMMERCE & TECHNOLOGY","52 Mayne Avenue Road, Calabar",08062978429 08066954555,Architectural Drawing,,,Architectural Drawing/ Computer Mawi,,,Mondays - Saturdays 8am - 6pm
609,SUNRISE NURSERY/ PRIMARY SCHOOL,"4b Atekong Drive, Calabar Municipal",,Private Nursery / Primary School,,,,,,
610,SUPREME SECONDARY COMM. SCHOOL,"Igbekurekor, Yala",,Private Secondary School,,,,,,
611,SURE FOUNDATION ACADEMY,"28 Yellow Duke Street, Calabar South",08039718253,Private Nursery / Primary School,,,,,,
612,SURE SIDE NURSERY SCHOOL,"6 Etak Ukana, Akpabuyo",,Private Nursery / Primary School,,,,,,
613,SUSANA WESLEY INT'L NURSERY/ PRIMARY SCHOOL,"79 Atamunu Street, Calabar South",07068555680,Private Nursery / Primary School,,,,,,
614,TALENT NURSERY/ PRIMARY SCHOOL,"Betem Idoma Road, Biase",,Private Nursery / Primary School,,,,,,
615,TEHILA MONTESSORI,2 Akpanim street calabar off Goldie by mount Zion,"08028537557, 08038435003",Education Services,,,"Creche, Nursery/ primary",,,"Mondays - Friday,          8am - 1pm"
616,THE APOSTOLIC CHURCH INT'L HOPE NURSERY/ PRIMARY SCHOOL,"Akwa Ikot Effanga (Unicem Road), Akpabuyo",,Private Nursery / Primary School,,,,,,
617,THE APOSTOLIC CHURCH KINGS INT'L  NURSERY/ PRIMARY SCHOOL,"101/31 Marian Road, Calabar Municipal",07089783030 08023259360,Private Nursery / Primary School,,,,,,"Mondays - Friday,          8am - 2pm"
618,THE APOSTOLIC CHURCH NURSERY/ PRIMARY SCHOOL,"35 Obudu Road, Four Corners, Ikom",,Private Nursery / Primary School,,,,,,
619,THE APOSTOLIC DIVINE INT'L NURSERY/ PRIMARY SCHOOL,"6 Ekong Eta Street, Calabar Municipal",08030993247,Private Nursery / Primary School,,,,,,
620,THE APOSTOLIC GOD'SWILL INT'L NURSERY/ PRIMARY SCHOOL,"175 Goldie Street, Calabar Municipal",08188677511,Private Nursery / Primary School,,,,,,
621,THE APOSTOLIC NURSERY/ PRIMARY SCHOOL,"Ekpri Ikang along Calabar Ikang Express Road, Bakassi",,Private Nursery / Primary School,,,,,,
622,THE APOSTOLIC NURSERY/ PRIMARY SCHOOL,"Ijiman, Ugep - Yakurr",,Private Nursery / Primary School,,"The Apostolic Church Nko, Yakurr. Epati Road, Aduma Mkpani, Yakurr",,,,
623,THE APOSTOLIC SECONDARY GRAMMAR SCHOOL,"The Apostolic Church Ugep Hqtrs, Yakurr",,Private Secondary School,,,,,,
624,THE ARMOUR CHRISTIAN INT'LL SCHOOLS (TACIS),"3 Armour Drive off Abitu Avenue, Calabar South",08033903811 08054534972 08099284980,"Daycare, Nursery / Primary School",,,,,,
625,THE GOOD SHEPHERD NURSERY/ PRIMARY SCHOOL,"21 Daniel Hogan Street, Calabar South",,Private Nursery / Primary School,,,,,,
626,THE GRACE AND GOLD SCHOOL,"3 Clement Ebri Drive State Housing, Calabar Municipal",08039365865 08034745763,Private Nursery / Primary School,,,,,,
627,THE KING DRIVING SCHOOL,"NPA-EPZ Road, Harbour Junction by Mopol 11, Calabar",07057980417 08068397607,Driving Education with Licence,,,Driving School,,,Mondays - Saturdays 8am - 6pm
628,THE KING'S COURT SCHOOLS,"94 M/M Highway, Calabar Municipal",08020695051,Private Nursery / Primary School,,,,,,
629,THE ROCK FOUNDATION NURSERY/ PRIMARY SCHOOL,"Market Road Extension, Obudu",,Private Nursery / Primary School,,,,,,
630,THE ROCK FOUNDATION SECONDARY SCHOOL,"Market Road Extension, Obudu",,Private Secondary School,,,,,,
631,THE ROYAL INTERGRATED COLLEGE,"37 Effio-Anwan Streetoff Newairport Road, Calabar",08033444216,Private Secondary School,,,,,,"Mondays - Friday,          7am - 3pm"
632,THE ROYAL KIDS ACADEMY,"10 Intergro Road, Ikot Omin, Calabar Municipal",,Private Nursery / Primary School,,,,,,
633,TIMAS INT'L NURSERY/ PRIMARY SCHOOL,"18 Nsit Street, Calabar South",,Private Nursery / Primary School,,,,,,
634,TOP CLASS MONTESSORI SCHOOLS,"5c Atimbo Road, Calabar",08098797292 08053658429,"Creche, Nursery, Primary School",,,"Creche, Nursery, Primary School",,,"Mondays - Friday,          7am - 2pm"
635,TORITA ACADEMY NURSERY/ PRIMARY,"Akpandem - Nyahassang, Calabar Municipal",,Private Nursery / Primary School,,,,,,
636,TORITA ACADEMY SCHOOL,"Enusokwe - Ediba, Abi",,"Private Nursery, Primary / Secondary School",,,,,,
637,TOTAL CHILD NURSERY/ PRIMARY SCHOOL,"Apiapum, Obubra",,Private Nursery / Primary School,,,,,,
638,TOWER OF PRAISE NURSERY/ PRIMARY SCHOOL," 8 Uyo Street, Ogoja Road, Ikom",,Private Nursery / Primary School,,,,,,
639,TREASURE CHILD COMPREHENSIVE SECONDARY SCHOOL,"Awi, Akamkpa",,Private Secondary School,,,,,,
640,TRINITY COLLEGE,"140 Calabar Road/2 Ewa Ekeng Street, Calabar South",08023802688 08069683653,Private Secondary School,,,,,,
641,TRINITY COMMERCIAL COLLEGE,"Itekpa/Abuochiche, Bekwara",,Private Secondary School,,,,,,
642,TRINITY NURSERY/ PRIMARY SCHOOL,"32 Cameroon Street, Ikom Town",,Private Nursery / Primary School,,,,,,
643,TWO ENDS MULTINATIONAL SCHOOLS,"19 Ogoja Road, Four Corners / 54 Old Town Road, Ikom",,"Private Nursery, Primary / Secondary School",,,,,,
644,UDIGIE COMPREHENSIVE HIGH SCHOOL,"98 Ranch Road, Obudu",,Private Secondary School,,,,,,
645,UDUAK OBONG NURSERY/ PRIMARY SCHOOL," 9 Ewa Henshaw Street, Calabar South",,Private Nursery / Primary School,,,,,,
646,UDUMENYI HIGH SCHOOL,"Isobo Otaka, Iyokwu Village, Obubra",,Private Secondary School,,,,,,
647,UJIA SECONDARY COMMERCIAL SCHOOL,"Ibiaragidi, Bekwara",,Private Secondary School,,,,,,
648,ULAKOM MODEL ACADEMY,"Iyango-Wanikade, Yala",,Private Secondary School,,,,,,
649,ULTIMATE INT'L NURSERY/ PRIMARY SCHOOL,Calabar Municipal,,Private Nursery / Primary School,,,,,,
650,UNBRIGHT MODEL SECONDARY SCHOOL,"Idomi Road, Ugep, Yakurr",,Private Secondary School,,,,,,
651,UNCLE EFFIONG FOUNDATION NURSERY/ PRIMARY SCHOOL,"Unical Satelite Town, Plot 2, Block 21, Calabar Municipal",08035079998 08176609057,Private Nursery / Primary School,,,,,,
652,UNCLE OJOEME INT'L NURSERY/ PRIMARY SCHOOL,"10 Ekpri Ikang, Bakassi",,Private Nursery / Primary School,,,,,,
653,UNICAL STAFF NURSERY/ PRIMARY SCHOOL,Calabar Municipal,,Private Nursery / Primary School,,,,,,
654,UNIQUE ACADEMY,"Imaje, Yala",,Private Secondary School,,,,,,
655,UNIQUE COMPREHENSIVE COLLEGE,"Ijibor, Bekwara",,Private Secondary School,,,,,,
656,UNIQUE SCHOOLS,"234 Old Odukpani Road, Ikot Omin, Calabar Municipal",08138860029 08079159737,"Private Nursery, Primary / Secondary School",,"Nyanya, Bekwara",,,,
657,UNITED CHRISTIAN ACADEMY  SCHOOLS,"Mbarakom Village (Nkoniba) Along Ikom-Calabar, Akamkpa",,"Private Nursery, Primary / Secondary School",,,,,,
658,UNITED COMPREHENSIVE SECONDARY SCHOOL,"Ibenta Wanikade, Yala",,Private Secondary School,,,,,,
659,UNITY COLLEGE,"Ayage - Outkpuru, Bekwara",,Private Secondary School,,,,,,
660,UNITY COMMERCIAL SECONDARY SCHOOL,"Agoi - Ibami Village, Yakurr",,Private Secondary School,,,,,,
661,UNITY SECONDARY SCHOOL,"Bankpor Irruan, Boki",,Private Secondary School,,"Ukwoteng, Obudu / Ogberia Mbube, Ogoja",,,,
662,UNITY VOCATIONAL COLLEGE,"Imaje, Yala",,Private Secondary School,,,,,,
663,UNIVERSAL NURSERY/ PRIMARY SCHOOL,"Apiapum, Obubra",,Private Nursery / Primary School,,,,,,
664,UNIVERSAL SECONDARY SCHOOL,Calabar Municipal,,Private Secondary School,,,,,,
665,UNIVERSITY OF CALABAR INTERNATIONAL SECONDARY SCHOOL (UCISS),"University of Calabar,  Calabar South",07061630811 08037241108,Private Secondary School,,,,,,
666,UTIBE ABASI INT'L NURSERY/ PRIMARY SCHOOL,"1 Utibe abasi School Road off Old Parliamentary, Calabar Municipal",08023791525,Private Nursery / Primary School,,,,,,"Mondays - Friday,          7.30am - 3pm"
667,VATICAL SCHOOLS,"Bekpam Layout, Obudu",,"Private Nursery, Primary / Secondary School",,,,,,
668,VEDEM COMPREHENSIVE SECONDARY SCHOOL,"Ada - Okpoma, Yala",,Private Secondary School,,,,,,
669,VEDEN SCHOOLS,"Imaje Road, Okuku, Yala",,"Private Nursery, Primary / Secondary School",,"Utukpo Ada, Okpoma - Yala",,,,
670,VEDEN SECONDARY COMM. SCHOOL,"16 Titur Street, Bendeghe Ekiem, Etung",,Private Secondary School,,,,,,
671,VICSTAN COMPREHENSIVE SECONDARY  SCHOOL,"Ofatura, Obubra",,Private Secondary School,,,,,,
672,VICTOR DRIVING INSTITUTE,"4 Marian Road, Calabar",08026524892,Driving Education,,"5 Ashiet Uko Street off Ikot Ekpene Road, Uyo","Driving School, License",,,Mondays - Saturdays 8am - 6pm
673,VICTORIOUS INT'L NURSERY/ PRIMARY SCHOOL,"Okpok Ikpa Okoyong, Odukpani",,Private Nursery / Primary School,,,,,,
674,VICTORY (FROEBEL) NURSERY / PRIMARY SCHOOL,"15 Ikot Effiong Nta Street, Ishie Town, Calabar Municipal",07068566978,Private Nursery / Primary School,,,,,,
675,VICTORY '90 NURSERY/ PRIMARY SCHOOL,"Gakem, Bekwara",,Private Nursery / Primary School,,,,,,
676,VICTORY CHRISTIAN NURSERY/PRIMARY SCHOOL,"Mebui Road, Akamkpa",,Private Nursery / Primary School,,Mfamosing - Akamkpa,,,,
677,VICTORY NURSERY / PRIMARY SCHOOL,"Adadama, Abi",,Private Nursery / Primary School,,"General Hospital Road, Igoli - Ogoja",,,,
678,VICTORY SECONDARY COMMERCIAL SCHOOL,"5 Allman Street, Calabar South",07037869366,Private Secondary School,,,,,,
679,VICTORY SECONDARY SCHOOL,"Adadama, Abi",,Private Secondary School,,,,,,
680,VICTORY SECONDARY SCHOOL,"General Hospital Road, Igoli - Ogoja",,Private Secondary School,,,,,,
681,VISION INT'L NURSERY/ PRIMARY SCHOOL,"17 Maple Street, Calabar South",,Private Nursery / Primary School,,,,,,
682,VISION SCHOOLS,"Beside Government school Ugep / Ketabebe, Yakurr",,"Private Nursery, Primary / Secondary School",,,,,,
683,VOCATIONAL COMMERCIAL SECONDARY SCHOOL,"Okosora Main Village, Okosora Clan, Ikom",,Private Secondary School,,,,,,
684,VON INT'L SCHOOL,"Mechanic Village Ikot Ekpo, Calabar Municipal",,Private Nursery / Primary School,,,,,,
685,WANIBOLO COMPREHENSIVE SECONDARY SCHOOL,"Idum Wanibolo-Wanihem Ward, North Ukelle, Yala",,Private Secondary School,,,,,,
686,WESLEY METHODIST INT'L NURSERY/ PRIMARY SCHOOL,"Metodist Church Ikang Central, Bakassi",,Private Nursery / Primary School,,"32 Obudu Road, Four Corners, Ikom",,,,
687,WHOLESOME NURSERY/ PRIMARY SCHOOL,"Plot 149/117 Asari Eso Layout, Calabar Municipal",07063286627,Private Nursery / Primary School,,,,,,
688,WIN - AFFAIRS INSTITUTE,"Okang Mbang Village, Nasarawa Road 8 Miles, Calabar Municipal",08169735522 08052364725,"Private Nursery, Primary / Secondary School",,,,,,
689,WINNERS INT'L NURSERY/ PRIMARY SCHOOL,"Bansan - Osokom, Boki",,Private Nursery / Primary School,,,,,,
690,WISDOM NURSERY/ PRIMARY SCHOOL,"Ela-Eyama Village, Ekukunela, Ikom",,Private Nursery / Primary School,,,,,,
691,WISDOM SECONDARY COMMERCIAL SCHOOL,"Okpeche Afrike, Bekwara",,Private Secondary School,,,,,,
692,WISDOM STAR NURSERY/ PRIMARY SCHOOL,"Barracks Village, Ediba, Abi",,Private Nursery / Primary School,,,,,,
693,WORD OF FAITH GROUP OF SCHOOLS,"21 Victory Way, Satelite Town, Calabar",08027966150 08032351603,"Creche, Nursery, Primary School",,,"Creche, Nursery, Primary School",,,"Mondays - Friday,          7am - 1pm"
694,WORD OF PROMISE GROUP OF SCHOOLS,"8 Bishop Archibong Archibong Avenue, Calabar Municipal",08064010085,"Private Nursery, Primary/Secondary School",,,,,,
695,YARTEY INT'L NURSERY/ PRIMARY SCHOOL,"18 Umoh Orok Lane, Calabar South",08175368892,Private Nursery / Primary School,,,,,,
696,YAWEH WISDOM NURSERY / PRIMARY SCHOOL,"1 Rev. Mbukpa Close off Anantigha, Calabar South",07037390533 08063938003 07030592430,Private Nursery / Primary School,,,,,,
697,YOUNG LOYALTY NURSERY/ PRIMARY SCHOOL,"Aso Adim, Bacoco Qua Clan, Calabar Municipal",08030893601,Private Nursery / Primary School,,,,,,
698,YOUTH ACADEMY,"Beten, Bekwara",,Private Secondary School,,,,,,
699,YOUTH SECONDARY COMMERCIAL SCHOOL,"26 Ibadan Street, Igoli - Ogoja",,Private Secondary School,,,,,,
700,ZENITH GROUP OF SCHOOLS,"243 Murtala Mohammed Highway, Calabar Municipal",08033402617,"Private Nursery, Primary/Secondary School",,,,,,
701,ZION KIDS INT'L NURSERY/ PRIMARY SCHOOL,Obudu,,Private Nursery / Primary School,,,,,,
