RELIGION,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
S/N,Company Name,Physical Adress,Hotline,Specialization,RC No/ Date,Branch Offices,Product/ Services,Email,Website,Business Days/ Hours
481,"THE RCCG, DIVINE LOVE ASSEMBLY ",Federal Housing Estate Calabar ,,,,,,,,Tuesday: 6pm(digging deep)               Thursday: 6pm (Faith Clinic)                  Sunday: 8am
482,"THE RCCG, DIVINE LOVE ASSEMBLY ","Plot 13 Road ,3 Federal Housing Estate Calabar",,,,,,,,Tuesday: 6pm(digging deep)               Thursday: 6pm (Faith Clinic)                  Sunday: 8am
483,"THE RCCG, FAITHFUL ASSEMBLY ",At Pyramid Hotel M/M Highway Opp. INEC Calabar,,,,,,,,Tuesday: 6pm(digging deep)               Thursday: 6pm (Faith Clinic)                  Sunday: 8am
484,"THE RCCG, FINGER OF GOD PARISH",Ikot Nkebre 8miles Calabar,,,,,,,,Tuesday: 6pm(digging deep)               Thursday: 6pm (Faith Clinic)                  Sunday: 8am
485,"THE RCCG, GLORY HOUSE PARISH",Ikot Ansa Calabar ,,,,,,,,Tuesday: 6pm(digging deep)               Thursday: 6pm (Faith Clinic)                  Sunday: 8am
486,"THE RCCG, GOLDEN ALTER PARISH  (CRP2)",49 White House Street Calabar,,,,,,,,Tuesday: 6pm(digging deep)               Thursday: 6pm (Faith Clinic)                  Sunday: 8am
487,"THE RCCG, HEART OF GOD PARISH",Town Hall Raod 8miles Calabar,,,,,,,,Tuesday: 6pm(digging deep)               Thursday: 6pm (Faith Clinic)                  Sunday: 8am
488,"THE RCCG, HEAVEN'S GATE (CRP2)",Plot 121 Block 6 Etta Abgor Layout Calabar,,,,,,,,Tuesday: 6pm(digging deep)               Thursday: 6pm (Faith Clinic)                  Sunday: 8am
489,"THE RCCG, HIS ANOINTED PARISH (CRP1)",22 Fuller Street Calabar,,,,,,,,Tuesday: 6pm (Bible Study)        Wednessday: 6am  (Fasting)           Thursday: 7pm   Sunday: 9am
490,"THE RCCG, HIS PATHWAY PARISH",12 Ikot Effiong Nta Street Calabar,,,,,,,,Tuesday & Thursday: 6-7pm       Sunday: 8am
491,"THE RCCG, HIS PRECIOUS PARISH (CRP1)",64 Egerton Road Calabar,,,,,,,,Tuesday: 6pm (Bible Study)        Wednessday: 6am  (Fasting)          Thursday: 7pm  Sunday: 9am
492,"THE RCCG, HIS ROYAL PARISH (CRP4)",19 Ededem Street Calabar,,,,,,,,Tuesday: 6pm (Bible Study)                        Thursday: 6pm (Faith Clinic)                   Sunday: 8am 
493,"THE RCCG, HOUSE OF DAVID PARISH (CRP4)",42 IBB Way Calabar,,,,,,,,Tuesday: 6pm(digging deep)                Thursday: 6pm (Faith Clinic)                  Sunday: 8am
494,"THE RCCG, JESUS HOUSE FAVOUR ARENA ",Joseph Mkpang Street Ikot Ansa Calabar,,,,,,,,Tuesday: 6pm(digging deep)               Thursday: 6pm (Faith Clinic)                  Sunday: 8am
495,"THE RCCG, JESUS SANCTION (CRP1)",5 Ekpo Abasi Street Calabar,,,,,,,,Tuesday: 6pm(digging deep)               Thursday: 6pm (Faith Clinic)                  Sunday: 8am
496,"THE RCCG, KINGOF GLORY PARISH",4 Eke Effiong Nta Street Calabar,,,,,,,,Tuesday & Thursday: 6-7pm       Sunday: 8am
497,"THE RCCG, LIFE SANTUARY (CRP2)",7C Etta Agbor Layout Calabar,,,,,,,,Tuesday: 6pm(digging deep)               Thursday: 6pm (Faith Clinic)                  Sunday: 8am
498,"THE RCCG, LIVING PROOF (CRP2)",106 Ekpo Abasi Junction Calabar,,,,,,,,Tuesday: 6pm                   Thursday: 6pm                  Sunday: 8am
499,"THE RCCG, NEW COVENANT ASSEMBLY (CRP2)",173 Etta Agbor Layout Calabar,,,,,,,,Tuesday: 6pm(digging deep)               Thursday: 6pm (Faith Clinic)                  Sunday: 8am
500,"THE RCCG, OLIVE BRANCH PARISH  (CRP1)",22 M/M Highway Opp Dazel Filling Station Calabar,,,,,,,,Tuesday: 6pm(digging deep)               Thursday: 6pm (Faith Clinic)                  Sunday: 8am
501,"THE RCCG, OPEN HEAVEN PARISH (CRP1)",15 St Mary Close Off St. Mary Street By Ekpo Abasi Calabar,,,,,,,,Tuesday & Thursday: 6pm                     Sunday: 8-11am
502,"THE RCCG, POWER PARISH","139, Calabar Road, Calabar",,,,,,,,Tuesday: 6pm(digging deep)               Thursday: 6pm (Faith Clinic)                  Sunday: 8am
503,"THE RCCG, PRINCE OF PRINCE PARISH (CRP2)",47 Ndidem Usang Iso Road Calabar,,,,,,,,Tuesday: 6pm(digging deep) Thursday: 6pm (Faith Clinic) Sunday: 8am
504,"THE RCCG, REDEMPTION PARISH ",504 Old Odukpani Road Calabar,,,,,,,,Tuesday: 6pm(digging deep)               Thursday: 6pm (Faith Clinic)                  Sunday: 8am
505,"THE RCCG, REDEMPTION PARISH (CRP2)","Tolin Hotel, 46 MCC Road Calabar",,,,,,,,Tuesday: 6pm (Bible Study)         Wednessday: 6am  (Fasting)          Thursday: 7pm   Sunday: 9am
506,"THE RCCG, SANCTUARY OF PEACE PARISH",4miles Ikot Ansa  Calabar ,,,,,,,,Tuesday: 6pm(digging deep)               Thursday: 6pm (Faith Clinic)                  Sunday: 8am
507,"THE RCCG, SHEPARD VOICE ASSEMBLY (CRP4)",33 Charmley Street Calabar,,,,,,,,Tuesday: 6pm(digging deep)               Thursday: 6pm (Faith Clinic)                  Sunday: 8am
508,"THE RCCG, TABERNACLE PARISH (CRP2)",4 Kasuk Street Kasuk Town Calabar,,,,,,,,Tuesday: 6pm(digging deep)               Thursday: 6pm (Faith Clinic)                  Sunday: 8am
509,"THE RCCG, THE KING'S COURT PARISH",94 M/M Highway Calabar ,,,,,,,,Tuesday: 6pm(digging deep)               Thursday: 6pm (Faith Clinic)                  Sunday: 8am
510,"THE RCCG, THE KING'S PALACE PARISH ",4 Edem Effiom Street Calabar,,,,,,,,Tuesday: 6-7pm         Thursday: 6-7pm         Sunday: 8-11am
511,THE REDEEMED APOSTOLIC CHURCH OF ALL NATION (AKA THE HOUSE OF GRACE),"111 White House  Street By Ekondo lane, Calabar",,,,,,,,Sunday: 8-12pm 
512,THE REDEEMED CHRISTIAN CHURCH OF GOD,40 Ediba Road Calabar,,,,,,,,Tuesday: 6pm     Thursday: 6pm          Sunday: 8am
513,THE REDEEMED CHRISTIAN CHURCH OF GOD,129 Etta Agbor Layout Calabar,,,,,,,,Tuesday: 6pm                Thursday: 6pm        Sunday: 8am
514,THE REDEEMED CHRISTIAN CHURCH OF GOD,5 Ediba Road Calabar,,,,,,,,Tuesday: 6pm            Thursday: 6pm          Sunday: 8am
515,THE REDEEMED CHRISTIAN CHURCH OF GOD,20 Ediba Road Calabar,,,,,,,,Tuesday: 6pm        Thursday: 6pm         Sunday: 8am
516,THE REDEEMED CHRISTIAN CHURCH OF GOD,7 Obo Effiom Off Atimbo Calabar,,,,,,,,Tuesday: 6pmn         Thursday: 6pm       Sunday: 9am
517,THE REDEEMED CHRISTIAN CHURCH OF GOD,23 Atimbo Road Calabar,,,,,,,,Tuesday: 6pm            Thursday: 6pm          Sunday: 8am
518,THE REDEEMED CHRISTIAN CHURCH OF GOD,10 Canaan Avenue Nyanhasang Calabar,,,,,,,,Tuesday: 6pm             Thursday: 6pm            Sunday: 8am
519,"THE SALVATION ARMY, KING DUKE CORPS",11 King Duke Street Calabar,,,,,,,,Sunday: 9am 10am (Holiness Meeting)
520,THE SHELTER OF GOD'S CGRACE CHURCH,10 Balantyne Street Calabar,,,,,,,,Monday: 5pm             Tuesday: 5pm            Thursday: 5pm   Sunday: 9 - 12pm
521,THE SHEPARD'S BAG FAMILY MINISTRY,6 Njak Asan Close Opposite 146 Old Odukpani Road Ikot Ansa Calabar,,,,,,,,Sunday: 8am (1st Service) 10am (2nd Service)
522,THE TEMPLE OF GOD CHURCH,33 Atu Street Calbar,,,,,,,,Tuesday: 5:30 - 7pm             Thursday: 6 - 8pm             Sunday: 9 - 12pm
523,THE TRUE GOSPEL CHURCH OF GOD ,7 Fenton Street Calabar,,,,,,,,Monday: 6:30pm       Wednessday: 7 - 12pm Friday: 7 - 10pm                     Sunday: 9 - 12pm                     Tarry Night holds Last Friday of every month
524,THE WATER SPRING CITY CHURCH,Limon Close Off Parliamentary Road Calabar,,,,,,,,Tuesday: 6pm               Thursday: 6pm  Sunday: 8am
525,THE WAY OF LIGHT OF SALVATION MINISTRIES INT'L INC,4 Archibong Eso Street Calabar,,,,,,,,Sunday: 8am      Monday: 6pm Tuesday: 6pm 
526,THEAPOSTOLIC CHURCH AKIBA ASSEMBLY ,Ikot Ansa District Headquaters New Obutong Area Calabar,,,,,,,,Sunday: 10m
527,THRONE OF GRACE BIBLE MINISTRY,9 Ekpo Nwa Lane Calabar,,,,,,,,Monday: 5pm            Friday: 6pm                      Sunday: 10am            Tarry Night Every 3rd Friday of the Month
528,TOWER OF SALVATION MINISTRIES ,14 Tower of Salvation Avenue Off MCC Road Calabar ,,,,,,,,Monday: 8 -12pm             Wednessday: 7pm        Sunday: 8:30am
529,TRINITY VILLA INT'L (AKA THE GOVERNMENTAL CHURCH),101 Goldie Street Calabar,,,,,,,,Sunday: 8am
530,TRUTH & LIFE CHUCRCH INT'L INC.,16 Oyo Ita Street Calabar,,,,,,,,Tuesday: 6pm                Wednessday: 6pm         Friday: 6pm                  Sunday: 8:30am
531,TRUTH & LIFE CHUCRCH INT'L INC.,6 Usoro Street Off New Airport Road Calabar,,,,,,,,Wednessday: 6pm      Friay: 7am (Morning) 6pm (Evening)    Sunday: 9am
532,TRYE BELIEVERS ASSEMBLY CHUCRCH OF GOD,20B Balantyne Street Calabar,,,,,,,,Monday: 4:30pm        Wednessday: 5:30pm           Sunday: 9am             Tarry Night Every Last Friay of the Month
533,TRYE GOSPEL CHURCH OF GOD,73 Palm Street Calabar,,,,,,,,Monday: 6 - 8pm        Friday: 6 - 8pm             Sunday: 9 - 12pm
534,UNCHANGEABLE WORD CHAPEL (AKA PALACE  OF PRAISE),139 Old Odukpani Road Ikot Eka Eem Ishie Town Calabar,,,,,,,,Sunday: 10-12pm (Breakthrough Service)
535,UNIQUE CHRIST LIFE BIBLE MINISTRIES INC. (UNIQUE- - CHAPEL CALABAR CENTRE FOR CHANGE PARISH),"18 Gregory Effiom Close, Ikot Ansa Calabar",,,,,,info4uniquechapelcalabar@yahoo.com,,Sunday: 9 - 12pm (Power Praise Worship Service)
536,UNLIMITED POWER OF CHRIST ASSEMBLY,311 M/M Highway Ikot Effanga Calabar,,,,,,,,Sunday: 9am (Deliverance)
537,UPPER ROOM COMMISSION,8 William George Street Calabar,,,,,,,,Mid week Services: 5pm                         Sunday: 8am 
538,VALLEY OF THE LIVINGSPRING MINISTRIES,98 Edibe Edibe Street Calabar,,,,,,,,Wednessday: 6pm     Sunday: 8:30am (1st Service)  10am (2nd Service)
539,VESSELS OF GOD'S PRAYER MINISTRY,63 Yellow Duke Street Calabar,,,,,,,,Wednessday: 5pm           Sunday: 8am
540,VICTORY DELIVERNACE MINISTRY,40 Ededem Street Calabar,,,,,,,,Tuesday: 6pm                 Thursday: 6pm             Sunday:8am                      Every Last Friday of the Month
541,VICTORY DELIVERNACE MINISTRY,7 Word Street Calabar,,,,,,,,Monday: 7 - 9pm              Wednessday: 7 - 10pm         Thursday: 7 - 10pm           Sunday: 10 - 1:30am          
542,VICTORY TABERNACLE REVIVAL VALLEY MINISTRIES INC.,13/15 Ekpo  Abasi Street Calabar    ,,,,,,,,Wednessday: 6pm Friday: 6pm (Faith Clinic)              Sunday: 8am
543,VISION OUTREACH FOR CHRIST,24 Itam Street Calabar,,,,,,,,Monday: 6pm                Wednessday: 6pm       Sunday: 10am
544,VOICE OF GOD CHRISTIAN MISSION INC.,13 Howell Street Calabar,,,,,,,,Sunday: 9am    Tuesday: 7pm Wednesday: 6am (Fasting) 
545,WATCHMAN CATHOLIC CHARISMATIC RENEWAL MOVEMENT,20 Ikot Effiong Nta Ikot Ishie ,,,,,,,,Tuesday: 5:30pm      Thursday: 5:30pm
546,WATCHMAN CATHOLIC CHARISMATIC RENEWAL MOVEMENT,1 Nkebre Street By 1st Gate 8miles Calabar,,,,,,,,Sunday: 8:30am
547,WATCHMAN CATHOLIC CHARISMATIC RENEWAL MOVEMENT,109 Nelson Mandela  By Atu Street Calabar,,,,,,,,Tuesday: 5:30pm        Weddnessday: 5:30pm                       Sunday: 8am
548,WATCHMAN CATHOLIC CHARISMATIC RENEWAL MOVEMENT,43 M/M Highway Calabar,,,,,,,,Tuesday: 5:30pm        Wednessday: 5:30pm        Sunday: 8am        
549,WINGS OF REDEMPTION MINISTRY INC,11 Canaan Avenue Nyahasang,,,,,,,,Thursday: 6pm          Sunday: 8am
550,WORD ALIVE CHURCH,45 Anating By Atu Street Calabar,,,,,,,,"Tuesday: 6 - 8pm             Thursday: 6 - 8pm             Sunday: 8 - 9am, 9:30 - 12pm"
551,WORD HOUSE CHRISTIAN MISSION,135 Etta Abgor Layout Calabar,08180538565    08067850917,,,,,,,Tuesday: 5:30pm             Wednessday: 5:30pm     Sunday: 9am
552,WORDPOWER BIBLE CHRISTIAN ASSEMBLY ,7 Fuller Street Calabar,,,,,,,,Sunday: 8am - 11am
